assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_calibrating,price_change_hourly_rate,price_change_locked_until,price_change_percent,price_change_projections,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2003-08-21,0,17,True,True,None,None,0,0.0,1,503139,2,,0,0,0,0,4.8,147,87,11,11.0,4,,0,3,2.2,2.2,2,0.01,0.01,0.01,0.01,0.00,2.25,2.25,0.0,Alex,2.0,157,77,2,2.0,0,False,1.6,205,93,69,False,11.4,152,52,,90,,None,60,97,62,p503139,0,0,None,0,,503139.jpg,2.0,157,77,False,-2,None,-8.1,"[{'offset': 0, 'projected_percent': '-8.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-8.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-8.6', 'likelihood': -1}]",6,0,241,False,0,0.0,,[],Scott,1.5,162,47,False,None,1,1.0,a,4,3,91,2023-08-10,0.0,589,252,2,5991,5991,9423,9423,0.3,0.3,Scott,0
0,1999-05-05,0,15,True,True,None,None,1,1.22,1,222683,3,,0,0,0,0,14.3,87,55,9,10.95,2,,0,3,2.2,2.2,3,0.00,0.0,0.11,0.13,0.11,1.94,2.36,0.13,Justin,3.0,104,46,0,0.0,0,False,4.2,99,51,70,False,11.0,156,55,,74,,None,60,74,47,p222683,0,0,2,0,,222683.jpg,3.0,104,46,False,24,None,2.2,"[{'offset': 0, 'projected_percent': '2.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '2.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '3.1', 'likelihood': 1}]",5,0,152,False,0,0.0,,[],Kluivert,1.2,176,54,False,None,1,1.22,a,3,3,91,2023-07-01,17.0,60,31,3,10367,10367,6820,6820,0.5,0.5,Kluivert,0
0,1997-02-03,0,8,True,True,None,None,1,1.2,3,155408,5,,0,0,0,0,2.1,184,107,7,8.4,None,,0,3,1.5,1.5,3,0.00,0.0,0.00,0.0,0.00,1.94,2.33,0.0,Lewis,3.0,86,34,0,0.0,0,False,0.7,245,108,71,False,4.6,216,92,,75,,None,50,244,147,p155408,0,0,None,0,,155408.jpg,3.0,86,34,False,-2,None,0.6,"[{'offset': 0, 'projected_percent': '0.6', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.5', 'likelihood': 1}]",3,0,241,False,0,0.0,,[],Cook,0.2,364,136,False,None,1,1.2,a,1,3,91,2016-07-08,0.0,390,137,3,2217,2217,1223,1223,0.6,0.6,Cook,0
0,2005-11-11,0,3,True,True,None,None,0,0.0,0,496208,None,,0,0,0,0,0.1,275,143,1,90.0,None,,0,3,1.5,1.5,1,0.00,0.0,0.00,0.0,0.00,0.19,17.1,0.0,Ben,1.0,222,95,1,90.0,0,False,0.2,282,133,72,False,0.2,276,131,,1,,None,50,340,197,p496208,0,0,None,0,,496208.jpg,1.0,222,95,False,0,None,-17.0,"[{'offset': 0, 'projected_percent': '-17.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-17.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-17.0', 'likelihood': -1}]",1,0,243,False,0,0.0,,[],Gannon-Doak,0.1,437,174,False,None,0,0.0,a,0,3,91,2025-08-18,2.0,171,84,1,290,290,647,647,0.2,0.2,Gannon-Doak,0
0,1999-02-14,0,4,True,True,100,75,0,0.0,3,200785,None,,0,0,0,0,0.6,239,127,3,18.0,None,,0,3,1.5,1.1,1,0.00,0.0,0.00,0.0,0.00,0.31,1.86,0.0,Tyler,1.0,212,91,2,12.0,0,False,0.4,263,119,73,False,3.6,231,101,,15,,2026-08-15T16:30:07.029928Z,50,257,156,p200785,0,0,None,0,,200785.jpg,1.0,212,91,False,4,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.2', 'likelihood': 1}]",0,0,229,False,0,0.0,,[],Adams,0.2,329,116,False,None,0,0.0,a,0,3,91,2023-08-20,0.0,402,145,1,2164,2164,2342,2342,0.2,0.2,Adams,0
0,1997-07-08,0,0,True,True,100,75,0,0,0,111317,4,,0,0,0,0,0.0,442,173,0,0,3,,0,3,1.5,1.1,0,0.00,0,0.00,0,0.00,0.00,0,0,David,0.0,446,170,0,0,0,False,0.0,451,170,74,False,0.0,435,163,,0,,2026-08-15T16:30:07.037929Z,50,236,142,p111317,0,0,None,0,,111317.jpg,0.0,446,170,False,1,None,-10.9,"[{'offset': 0, 'projected_percent': '-10.9', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-4.7', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-1.3', 'likelihood': -1}]",0,0,244,False,0,0,,[],Brooks,0.1,486,199,False,None,0,0,a,0,3,91,2018-07-01,0.0,383,132,0,393,393,531,531,0.0,0.0,Brooks,0
0,1995-02-22,0,0,True,True,100,0,0,0,0,158499,6,,0,0,0,0,0.0,450,178,0,0,None,,0,3,1.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ryan,0.0,452,175,0,0,0,False,0.0,458,175,75,False,0.0,442,168,,0,,2026-07-24T17:30:10.035483Z,50,245,148,p158499,0,0,None,0,,158499.jpg,0.0,452,175,False,0,2026-08-31T15:30:07.730886Z,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,243,False,0,0,,[],Christie,0.0,556,229,False,None,0,0,a,0,3,91,2021-08-31,0.0,391,138,0,367,367,143,143,0.0,0.0,Christie,0
0,2005-10-23,0,5,True,True,None,None,0,0.0,0,614574,None,,0,0,0,0,0.6,243,129,2,12.0,None,,0,3,1.5,1.5,1,0.00,0.0,0.00,0.0,0.00,0.31,1.86,0.0,Alex,1.0,236,104,2,12.0,0,False,0.3,278,131,76,False,2.8,238,107,,15,,None,50,387,231,p614574,0,0,None,0,,614574.jpg,1.0,236,104,False,0,None,-10.0,"[{'offset': 0, 'projected_percent': '-10.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-10.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-10.0', 'likelihood': -1}]",1,0,98,False,0,0.0,,[],Tóth,0.0,563,234,False,None,0,0.0,a,1,3,91,2026-01-20,0.0,497,197,1,75,75,115,115,0.2,0.2,Tóth.A,0
0,2000-05-10,0,0,True,True,0,0,0,0,0,489888,None,,0,0,0,0,0.0,505,206,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Amine,0.0,505,205,0,0,0,False,0.0,509,204,77,False,0.0,493,197,,0,Unspecified injury - Unknown return date,2026-08-15T16:00:07.590566Z,50,332,192,p489888,0,0,None,0,,489888.jpg,0.0,505,205,False,0,None,-61.8,"[{'offset': 0, 'projected_percent': '-61.8', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-61.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-61.8', 'likelihood': -3}]",0,0,145,False,0,0,,[],Adli,0.0,542,223,False,None,0,0,i,0,3,91,2025-08-21,0.0,462,173,0,39,39,813,813,0.0,0.0,Adli,0
0,2006-06-23,0,0,True,True,0,0,0,0,0,560262,None,,0,0,0,0,0.0,613,269,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Junior,0.0,609,268,0,0,0,False,0.0,613,269,78,False,0.0,612,268,,0,Foot injury - Unknown return date,2026-07-29T17:30:09.796802Z,75,21,13,p560262,0,0,1,0,,560262.jpg,0.0,609,268,False,-10,None,-62.1,"[{'offset': 0, 'projected_percent': '-62.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-65.1', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-66.7', 'likelihood': -3}]",0,0,73,False,0,0,https://www.afcb.co.uk/news/2026/july/29/junior-kroupi-undergoes-successful-surgery-after-foot-injury/,[],Kroupi,0.3,288,96,False,None,0,0,i,0,3,91,2025-02-02,0.0,613,269,0,392,392,10862,10862,0.0,0.0,Kroupi.Jr,0
1,1999-10-06,0,17,True,True,None,None,1,1.22,4,444102,None,,0,0,0,0,11.9,108,12,8,9.73,None,,0,4,2.0,2.0,4,0.21,0.26,0.21,0.26,0.00,1.94,2.36,0.0,Francisco Evanilson,4.0,79,9,0,0.0,0,False,3.3,124,14,79,False,19.4,88,9,Evanilson,74,,None,60,84,22,p444102,0,0,None,0,,444102.jpg,4.0,79,9,False,86,None,17.0,"[{'offset': 0, 'projected_percent': '17.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '19.2', 'likelihood': 1}, {'offset': 2, 'projected_percent': '20.4', 'likelihood': 2}]",3,0,30,False,0,0.0,,[],de Lima Barbosa,2.8,109,16,False,None,1,1.22,a,1,3,91,2024-08-16,2.0,185,29,4,47151,47151,12953,12953,0.7,0.7,Evanilson,1
0,1997-05-10,0,0,False,True,0,0,0,0,0,168636,None,,0,0,0,0,0.0,544,53,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Enes,0.0,539,55,0,0,0,False,0.0,545,54,80,False,0.0,529,45,,0,Has joined Getafe permanently,2026-08-14T14:14:21.881112Z,55,122,30,p168636,0,0,None,0,,168636.jpg,0.0,539,55,False,0,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,219,False,0,0,,[],Ünal,0.0,533,70,False,None,0,0,u,0,3,91,2024-07-01,0.0,514,52,0,0,0,893,893,0.0,0.0,Enes Ünal,0
0,2004-07-14,0,0,True,True,100,75,0,0,0,561245,None,,0,0,0,0,0.0,596,68,0,0,None,,0,4,2.0,1.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Álvaro,0.0,591,67,0,0,0,False,0.0,596,68,81,False,0.0,592,67,,0,,2026-08-15T16:30:07.054142Z,60,105,28,p561245,0,0,None,0,,561245.jpg,0.0,591,67,False,0,None,-8.4,"[{'offset': 0, 'projected_percent': '-8.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-8.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-8.4', 'likelihood': -1}]",0,0,230,False,0,0,,[],Rodríguez,0.1,407,60,False,None,0,0,a,0,3,91,2026-07-14,0.0,591,68,0,702,702,924,924,0.0,0.0,Rodríguez,0
0,2003-10-30,0,5,True,True,None,None,0,0.0,13,483067,None,,0,0,0,0,0.3,260,95,13,13.0,None,,0,2,2.2,2.2,2,0.00,0.0,0.00,0.0,0.00,2.25,2.25,0.0,António João,2.0,131,47,2,2.0,0,False,3.2,126,48,566,False,31.4,52,20,António Silva,90,,None,50,326,64,p483067,0,0,None,0,,483067.jpg,2.0,131,47,False,24,None,1.5,"[{'offset': 0, 'projected_percent': '1.5', 'likelihood': 1}, {'offset': 1, 'projected_percent': '2.2', 'likelihood': 1}, {'offset': 2, 'projected_percent': '2.5', 'likelihood': 1}]",1,0,173,False,0,0.0,,[],Pereira de Albuquerque Tavares da Silva,0.3,286,107,False,None,1,1.0,a,0,3,91,2026-08-01,0.0,456,180,2,4455,4455,1478,1478,0.4,0.4,Silva,1
0,2003-08-15,0,0,True,True,None,None,0,0,0,494928,None,,0,0,0,0,0.0,389,162,0,0,None,,0,2,1.7,1.7,0,0.00,0,0.00,0,0.00,0.00,0,0,Juanlu,0.0,394,155,0,0,0,False,0.0,398,161,573,False,0.0,382,161,,0,,None,45,489,134,p494928,0,0,None,0,,494928.jpg,0.0,394,155,False,-1,None,-12.7,"[{'offset': 0, 'projected_percent': '-12.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-14.2', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-14.9', 'likelihood': -1}]",0,0,200,False,0,0,,[],Sánchez,0.2,328,124,False,None,0,0,a,0,3,91,2026-08-06,0.0,326,143,0,382,382,1035,1035,0.0,0.0,Sanchez,0
0,None,0,6,True,True,None,None,0,0.0,0,523700,None,,0,0,0,0,0.8,230,26,1,6.0,None,,0,4,1.4,1.4,1,0.00,0.0,0.10,0.6,0.10,0.31,1.86,0.6,Daniel,1.0,230,21,2,12.0,0,False,2.1,171,18,608,False,3.4,235,17,,15,,None,50,358,58,p523700,0,0,None,0,,523700.jpg,1.0,230,21,False,0,2026-09-05T18:20:47.304197Z,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",1,0,None,False,0,0.0,,[],Jebbison,0.0,518,68,False,None,0,0.0,a,0,3,91,None,17.0,57,12,1,1597,1597,269,269,0.2,0.2,Jebbison,0
0,1998-11-23,0,34,True,True,None,None,1,1.0,0,200720,None,,0,0,0,0,0.0,458,53,0,0.0,None,,0,1,2.6,2.6,7,0.01,0.01,0.01,0.01,0.00,0.57,0.57,0.0,Caoimhín,7.0,36,3,0,0.0,0,False,3.1,128,6,82,False,31.4,51,6,,90,,None,50,256,11,p200720,0,0,None,0,,200720.jpg,7.0,36,3,False,59,None,15.9,"[{'offset': 0, 'projected_percent': '15.9', 'likelihood': 1}, {'offset': 1, 'projected_percent': '17.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '18.3', 'likelihood': 1}]",5,0,104,False,4,4.0,,[],Kelleher,6.4,61,8,False,None,1,1.0,a,0,4,94,2025-06-03,0.0,401,53,7,55024,55024,13362,13362,1.4,1.4,Kelleher,0
0,2001-10-13,0,0,True,True,None,None,0,0,0,507433,None,,0,0,0,0,0.0,394,42,0,0,None,,0,1,1.9,1.9,0,0.00,0,0.00,0,0.00,0.00,0,0,Hákon Rafn,0.0,399,54,0,0,0,False,0.0,403,54,83,False,0.0,387,54,,0,,None,45,494,43,p507433,0,0,None,0,,507433.jpg,0.0,399,54,False,-4,None,-7.2,"[{'offset': 0, 'projected_percent': '-7.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-17.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-22.4', 'likelihood': -2}]",0,0,99,False,0,0,,[],Valdimarsson,0.1,410,45,False,None,0,0,a,0,4,94,2024-01-26,0.0,331,42,0,493,493,636,636,0.0,0.0,Valdimarsson,0
0,2001-04-30,0,21,True,True,None,None,1,1.0,3,432830,None,,0,0,0,0,21.5,57,17,3,3.0,None,,0,2,2.5,2.5,6,0.04,0.04,0.38,0.38,0.34,0.57,0.57,0.34,Nathan,6.0,56,24,0,0.0,0,False,5.0,77,26,84,False,11.6,147,69,,90,,None,55,160,20,p432830,0,0,None,0,,432830.jpg,6.0,56,24,False,14,None,6.1,"[{'offset': 0, 'projected_percent': '6.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '6.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '6.7', 'likelihood': 1}]",3,0,104,False,0,0.0,,[],Collins,2.1,127,51,False,None,1,1.0,a,0,4,94,2023-07-04,17.0,58,16,6,18811,18811,6374,6374,1.1,1.1,Collins,0
0,2001-12-20,0,0,True,True,0,0,0,0,0,444765,None,,0,0,0,0,0.0,487,189,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sepp,0.0,488,182,0,0,0,False,0.0,493,189,85,False,0.0,477,189,,0,Groin injury - Unknown return date,2026-08-15T15:30:06.416627Z,50,305,57,p444765,0,0,None,0,,444765.jpg,0.0,488,182,False,-8,None,-56.8,"[{'offset': 0, 'projected_percent': '-56.8', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-63.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-67.1', 'likelihood': -3}]",0,0,152,False,0,0,https://www.brentfordfc.com/en/news/article/first-team-brentford-v-tottenham-hotspur-premier-league-team-news-mamadou-sangar%C3%A9,[],van den Berg,0.1,405,143,False,None,0,0,i,0,4,94,2024-08-22,0.0,440,177,0,127,127,3391,3391,0.0,0.0,Van den Berg,0
0,2001-02-22,2,37,True,True,None,None,1,1.0,4,249231,None,,0,0,0,0,15.9,76,47,10,10.0,1,,0,3,2.0,2.0,10,0.12,0.12,0.89,0.89,0.77,0.57,0.57,0.77,Keane,10.0,17,8,0,0.0,1,False,8.2,29,19,86,False,47.2,12,8,,90,,None,55,156,96,p249231,0,0,None,0,,249231.jpg,10.0,17,8,False,75,None,13.3,"[{'offset': 0, 'projected_percent': '13.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '15.2', 'likelihood': 1}, {'offset': 2, 'projected_percent': '16.3', 'likelihood': 1}]",5,0,241,False,0,0.0,,[],Lewis-Potter,0.9,207,70,False,None,1,1.0,a,1,4,94,2022-07-12,19.0,49,25,10,31418,31418,4654,4654,1.8,1.8,Lewis-Potter,0
0,1998-04-17,0,29,True,True,None,None,1,1.0,8,191866,None,,0,0,0,0,0.9,223,74,10,10.0,None,,0,2,1.7,1.7,8,0.02,0.02,0.13,0.13,0.11,0.57,0.57,0.11,Kristoffer,8.0,30,12,0,0.0,0,False,5.6,60,18,87,False,20.0,84,38,,90,,None,45,431,96,p191866,0,0,None,0,,191866.jpg,8.0,30,12,False,96,None,14.2,"[{'offset': 0, 'projected_percent': '14.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '16.7', 'likelihood': 1}, {'offset': 2, 'projected_percent': '18.1', 'likelihood': 1}]",3,0,161,False,0,0.0,,[],Ajer,3.9,84,33,False,None,1,1.0,a,2,4,94,2021-07-21,35.0,21,5,8,41630,41630,8782,8782,1.8,1.8,Ajer,0
0,2004-07-10,1,36,True,True,None,None,1,1.2,4,607464,None,,1,-1,1,-1,1.5,197,62,4,4.8,None,,1,2,1.9,1.9,13,0.00,0.0,0.50,0.6,0.50,0.47,0.56,0.6,Michael,13.0,6,4,0,0.0,1,False,8.1,31,6,88,True,33.8,39,13,,75,,None,46,400,80,p607464,0,0,None,0,,607464.jpg,13.0,6,4,False,254,None,0.2,"[{'offset': 0, 'projected_percent': '0.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '2.7', 'likelihood': 1}, {'offset': 2, 'projected_percent': '4.0', 'likelihood': 1}]",5,0,106,False,0,0.0,,[],Kayode,6.7,58,22,False,None,1,1.2,a,0,4,94,2025-07-01,46.0,10,1,13,247078,247078,14382,14382,2.8,2.8,Kayode,0
0,1997-07-08,0,0,True,True,None,None,0,0,0,194010,None,,0,0,0,0,0.0,355,146,0,0,None,,0,2,1.7,1.7,0,0.00,0,0.00,0,0.00,0.00,0,0,Rico,0.0,364,137,0,0,0,False,0.0,368,143,89,False,0.0,351,142,,0,,None,45,432,97,p194010,0,0,None,0,,194010.jpg,0.0,364,137,False,-1,None,-19.4,"[{'offset': 0, 'projected_percent': '-19.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-20.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-21.4', 'likelihood': -2}]",0,0,107,False,0,0,,[],Henry,0.3,316,119,False,None,0,0,a,0,4,94,2016-08-31,0.0,282,119,0,449,449,1547,1547,0.0,0.0,Henry,0
0,2002-06-10,0,2,True,True,None,None,0,0.0,0,472713,None,,0,0,0,0,0.3,257,93,0,0.0,None,,0,2,1.7,1.7,1,0.00,0.0,0.00,0.0,0.00,0.10,0.64,0.0,Aaron,1.0,197,75,0,0.0,0,False,0.0,392,159,90,False,0.0,376,159,,14,,None,45,476,129,p472713,0,0,None,0,,472713.jpg,1.0,197,75,False,-1,None,0.1,"[{'offset': 0, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",2,0,243,False,0,0.0,,[],Hickey,0.1,447,159,False,None,0,0.0,a,0,4,94,2022-07-09,0.0,315,140,1,453,453,399,399,0.2,0.2,Hickey,0
0,1993-05-29,0,0,True,True,None,None,0,0,0,231065,None,,0,0,0,0,0.0,364,152,0,0,None,,0,2,1.7,1.7,0,0.00,0,0.00,0,0.00,0.00,0,0,Ethan,0.0,373,143,0,0,0,False,0.0,377,149,91,False,0.0,360,148,,0,,None,45,449,111,p231065,0,0,None,0,,231065.jpg,0.0,373,143,False,1,None,-19.7,"[{'offset': 0, 'projected_percent': '-19.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-18.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-17.0', 'likelihood': -1}]",0,0,107,False,0,0,,[],Pinnock,0.1,444,157,False,None,0,0,a,0,4,94,2019-07-02,0.0,294,128,0,340,340,709,709,0.0,0.0,Pinnock,0
0,2004-12-24,0,0,True,True,None,None,0,0,0,570241,None,,0,0,0,0,0.0,412,169,0,0,None,,0,2,1.7,1.7,0,0.00,0,0.00,0,0.00,0.00,0,0,Kim,0.0,417,162,0,0,0,False,0.0,422,168,92,False,0.0,406,168,Kim Ji-Soo,0,,None,45,515,143,p570241,0,0,None,0,,570241.jpg,0.0,417,162,False,0,None,-8.4,"[{'offset': 0, 'projected_percent': '-8.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-8.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-8.4', 'likelihood': -1}]",0,0,114,False,0,0,,[],Ji-soo,0.0,550,191,False,None,0,0,a,0,4,94,2023-07-20,0.0,351,151,0,92,92,147,147,0.0,0.0,Ji-soo,0
0,2006-05-16,0,0,True,True,None,None,0,0,0,513086,None,,0,0,0,0,0.0,396,165,0,0,None,,0,2,1.7,1.7,0,0.00,0,0.00,0,0.00,0.00,0,0,Jannik,0.0,401,158,0,0,0,False,0.0,405,164,93,False,0.0,389,164,,0,,None,45,496,137,p513086,0,0,None,0,,513086.jpg,0.0,401,158,False,0,None,-18.8,"[{'offset': 0, 'projected_percent': '-18.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-18.8', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-18.8', 'likelihood': -1}]",0,0,14,False,0,0,,[],Schuster,0.2,365,137,False,None,0,0,a,0,4,94,2026-06-15,0.0,333,146,0,116,116,859,859,0.0,0.0,Schuster,0
0,2001-11-27,0,17,True,True,None,None,1,1.0,1,513418,None,,0,0,0,0,11.8,110,66,9,9.0,None,,0,3,2.2,2.2,3,0.01,0.01,0.53,0.53,0.52,0.57,0.57,0.52,Kevin,3.0,105,47,0,0.0,0,False,8.5,28,18,94,False,14.4,120,39,,90,,None,60,99,64,p513418,0,0,2,0,,513418.jpg,3.0,105,47,False,5,None,0.3,"[{'offset': 0, 'projected_percent': '0.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.5', 'likelihood': 1}]",5,0,80,False,0,0.0,,[],Schade,3.5,94,30,False,None,1,1.0,a,3,4,94,2023-07-01,59.0,2,1,3,15723,15723,17563,17563,0.5,0.5,Schade,0
0,2002-02-11,0,6,True,True,None,None,1,1.36,2,533463,2,,0,0,0,0,30.8,26,21,6,8.18,None,,0,3,2.3,2.3,3,0.29,0.4,0.34,0.47,0.05,0.47,0.64,0.07,Dango,3.0,107,49,0,0.0,0,False,4.7,85,45,95,False,1.0,268,125,,66,,None,65,52,36,p533463,0,0,None,0,,533463.jpg,3.0,107,49,False,-3,None,-4.3,"[{'offset': 0, 'projected_percent': '-4.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-5.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-5.3', 'likelihood': -1}]",4,0,35,False,0,0.0,,[],Ouattara,1.1,183,59,False,None,1,1.36,a,0,4,94,2025-08-16,15.0,70,38,3,5338,5338,7249,7249,0.5,0.5,O.Dango,0
0,2000-07-03,0,6,True,True,None,None,0,0.0,0,440089,3,,0,0,0,0,26.3,41,28,4,25.71,3,,0,3,2.0,2.0,1,0.11,0.71,0.11,0.71,0.00,0.10,0.64,0.0,Mikkel,1.0,254,116,0,0.0,0,False,3.4,120,60,96,False,7.6,183,72,,14,,None,55,164,102,p440089,0,0,None,0,,440089.jpg,1.0,254,116,False,-3,None,-33.0,"[{'offset': 0, 'projected_percent': '-33.0', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-34.4', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-35.2', 'likelihood': -2}]",3,0,58,False,0,0.0,,[],Damsgaard,0.6,246,82,False,None,0,0.0,a,1,4,94,2022-08-10,0.0,539,225,1,1537,1537,5407,5407,0.2,0.2,Damsgaard,0
1,1996-01-01,0,22,True,True,None,None,1,1.36,0,207283,1,,0,0,0,0,46.2,9,8,5,6.82,2,,0,3,2.0,2.0,6,0.34,0.46,0.42,0.57,0.08,0.47,0.64,0.11,Mathias,6.0,55,24,0,0.0,0,False,7.2,43,25,97,False,12.6,138,46,,66,,None,55,140,86,p207283,0,0,3,0,,207283.jpg,6.0,55,24,False,8,None,0.9,"[{'offset': 0, 'projected_percent': '0.9', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.2', 'likelihood': 1}]",3,0,58,False,0,0.0,,[],Jensen,0.2,330,117,False,None,1,1.36,a,2,4,94,2019-07-10,13.0,77,42,6,2609,2609,951,951,1.1,1.1,Jensen,0
0,1998-05-10,0,35,True,True,None,None,1,1.0,6,204580,4,,0,0,0,0,38.8,18,15,13,13.0,None,,0,3,1.5,1.5,9,0.17,0.17,0.56,0.56,0.39,0.57,0.57,0.39,Vitaly,9.0,20,10,0,0.0,1,False,11.6,8,7,98,False,53.2,3,3,,90,,None,50,260,158,p204580,0,0,None,0,,204580.jpg,9.0,20,10,False,43,None,8.5,"[{'offset': 0, 'projected_percent': '8.5', 'likelihood': 1}, {'offset': 1, 'projected_percent': '9.6', 'likelihood': 1}, {'offset': 2, 'projected_percent': '10.2', 'likelihood': 1}]",3,0,80,False,0,0.0,,[],Janelt,0.4,283,94,False,None,1,1.0,a,4,4,94,2020-10-03,24.0,39,22,9,20164,20164,2735,2735,1.8,1.8,Janelt,1
